,text,created_at,id_str,Sentiment
65,a big congratul great number one book planet free or the book fantast keep sean number,08-06-2020 03:51:13,1.291220257416282e+18,pos
66,across nation run democrat matt walsh,08-06-2020 00:18:55,1.2911668309466563e+18,neg
67,congressman scott desjarlai tremend advoc one earliest support fight militari vet law enforc second scott complet total,08-05-2020 22:49:22,1.2911442942592e+18,neg
68,drain the,08-05-2020 21:03:32,1.2911176590865613e+18,neg
69,big the polit crime centuri obamabiden illeg spi trump campaign,08-05-2020 18:10:59,1.2910742369923236e+18,neg
70,everi time see neg big pharma commerci rememb mean drug price come way,08-05-2020 18:09:59,1.2910739851076936e+18,neg
71,,08-05-2020 17:20:55,1.2910616353486807e+18,neg
72,,08-05-2020 17:20:29,1.291061529236906e+18,neg
73,,08-05-2020 17:20:01,1.2910614111672525e+18,neg
74,salli yate zero she part greatest polit crime centuri obamabiden knew salli yate leak gener flynn ask republican start play democrat,08-05-2020 14:15:54,1.2910150755417866e+18,pos
75,sourc task their made pure jim acosta fake,08-05-2020 14:05:50,1.291012543419482e+18,pos
76,nevada zero infrastructur it corrupt disast end it take month year figur florida built great infrastructur year two great republican florida send,08-05-2020 11:08:39,1.29096795354291e+18,pos
77,make america great,08-05-2020 10:30:52,1.2909584428579267e+18,pos
78,i interview,08-05-2020 10:27:44,1.2909576563210732e+18,neg
79,nasa close dead i got go now vibrant place kind space forc go along we accomplish administr first sorri happen sleepi,08-05-2020 10:23:54,1.2909566914886124e+18,UNCERTAIN
80,for thought i environ biggest bill ever pass i wonder silenc fake probabl,08-05-2020 10:14:17,1.2909542711402168e+18,neg
81,a great race run roger tough smart roger love kansa repres incred he complet total will big win novemb thi oppon democrat,08-05-2020 10:09:00,1.2909529406021304e+18,pos
82,there tremend lawless liber would easi stop cloud vision they indoctrin philosophi never work philosophi would destroy portland would,08-05-2020 09:57:17,1.290949993600295e+18,neg
83,,08-04-2020 23:38:31,1.2907942732611338e+18,neg
84,great meet today coronaviru task forc oval stay inform,08-04-2020 23:01:14,1.2907848924695552e+18,pos
85,the wall street win big chang portland after week chao flame outsid feder courthous past day seen violenc subsid what william mcgurn,08-04-2020 20:10:43,1.290741980813824e+18,neg
86,i deepli sadden tragic loss eight marin one sailor train exercis coast our prayer i thank brave servic love one gave,08-04-2020 19:26:05,1.2907307481321677e+18,pos
87,today celebr passag landmark legisl preserv majest natur wonder priceless histor treasur grand nation monument gloriou nation it great honor sign great american outdoor act,08-04-2020 19:13:42,1.2907276311141663e+18,pos
88,whether call vote mail absente vote florida elect system safe secur tri vote system clean defeat democrat attempt florida i encourag request ballot vote,08-04-2020 16:55:10,1.2906927686759014e+18,neg
89,,08-04-2020 16:33:49,1.2906873932936315e+18,neg
90,big pharma take ad i massiv lower drug price obvious good medicar premium also go i first presid take fall fals biden plan big,08-04-2020 14:01:13,1.290648990242005e+18,neg
91,happi birthday,08-04-2020 13:18:23,1.2906382113546936e+18,pos
92,peopl happi player stand nation,08-04-2020 12:20:09,1.2906235584614113e+18,neg
93,open the,08-04-2020 03:22:56,1.2904883643621704e+18,pos
94,my visit last week texa florida massiv number cheer peopl gather along road highway thousand thousand even bigger crowd saw biden support yet fake news said equal,08-03-2020 15:27:41,1.2903083638725386e+18,neg
95,record high it would come crash includ job stock sleepi joe ever becam china other would,08-03-2020 13:49:25,1.290283634130215e+18,neg
96,so crazi nanci pelosi said horribl thing deborah birx go posit good job combat china viru includ vaccin in order counter nanci deborah took bait hit,08-03-2020 13:44:56,1.2902825083037164e+18,UNCERTAIN
97,realli bad tv rate morn joe great lead other,08-03-2020 12:57:35,1.29027058994543e+18,neg
98,my visit last week texa frorida massiv number cheer peopl gather along road highway thousand thousand even bigger crowd saw biden support yet fake news said equal,08-03-2020 12:46:02,1.2902676851174605e+18,neg
99,approv rate republican new rasmussen poll obama point thank,08-03-2020 12:22:41,1.2902618072827576e+18,UNCERTAIN
100,case big much countri open,08-03-2020 12:03:48,1.290257055534551e+18,pos
101,fake news is the enemi of the,08-03-2020 11:49:09,1.2902533694040924e+18,neg
102,with except new york locat done much better countri deal china mani countri major second the fake news work overtim make usa look bad,08-03-2020 11:46:24,1.290252674777133e+18,neg
103,in illeg late night coup clubhous governor made imposs republican win post offic could never handl traffic vote without use covid steal see,08-03-2020 11:37:25,1.290250416278532e+18,UNCERTAIN
104,,08-03-2020 01:29:13,1.2900973592049132e+18,neg
105,the feder govern must seek death penalti chapter origin our countri cannot let appel decis also ridicul process take,08-02-2020 19:48:23,1.290011585587667e+18,neg
106,rare anybodi deserv death penalti boston bomber dzhokhar the court agre one worst domest terrorist attack sinc yet appel court toss death so mani live,08-02-2020 19:48:20,1.2900115696576102e+18,neg
107,,08-02-2020 19:13:35,1.2900028282036675e+18,neg
108,astronaut complet first splashdown veri,08-02-2020 18:59:28,1.2899992716647875e+18,UNCERTAIN
109,great nasa astronaut return earth success two month thank,08-02-2020 18:54:00,1.289997897723863e+18,UNCERTAIN
110,when see drug compani take massiv televis ad forget say you know that drug price are come down favor nation claus mean usa pay lowest price nation never done,08-02-2020 12:01:39,1.2898941277783777e+18,neg
111,big china viru breakout world includ nation thought done great the fake news report usa stronger ever,08-02-2020 11:35:27,1.289887533250351e+18,neg
112,wa great state texa week explain radic left do noth democrat head great leader sleepi joe biden never leav strongli ga gun must tough win texa,08-02-2020 10:54:19,1.2898771797911101e+18,UNCERTAIN
113,madison star love usa great state north will fight militari vet amend lower tax he winner complet total,08-02-2020 10:40:02,1.2898735853188997e+18,neg
114,mostli fake,08-02-2020 10:25:51,1.289870016272167e+18,neg
115,hunter meadow proud so,08-02-2020 09:58:15,1.2898630708361216e+18,pos
116,i love,08-02-2020 09:49:57,1.2898609840691732e+18,neg
117,thi must met immedi,08-02-2020 09:41:46,1.2898589226906214e+18,neg
118,death he kill badli wound,08-02-2020 04:12:55,1.289776166174249e+18,neg
119,make america great,08-02-2020 01:56:10,1.2897417506809938e+18,pos
120,congressman blain luetkemey terrif job as small businessman help us lower tax strengthen militari defend second blain complet total,08-02-2020 01:27:50,1.289734620347474e+18,neg
121,congresswoman vicki hartzler work hard peopl she strongli support incred militari vet protect american farmer fight vicki complet total,08-02-2020 01:27:44,1.2897345968467313e+18,neg
122,congressman sam grave incred job he fight american energi independ defend second amend help us rebuild sam complet total,08-02-2020 01:27:40,1.2897345788153815e+18,neg
123,congressman billi long fulli support america first he strongli support wall protect vet defend life second billi complet total,08-02-2020 01:27:36,1.2897345608638546e+18,neg
124,congressman dan newhous phenomen job washington he strong economi law enforc work hard preserv beauti public dan complet total,08-02-2020 01:27:32,1.2897345444264428e+18,neg
125,cathi mcmorri rodger tremend advoc peopl washington she support militari vet protect incred natur cathi complet total,08-02-2020 01:27:28,1.2897345280433725e+18,neg
126,congressman jason smith conserv warrior he help us cut tax build wall stand strongli radic jason complet total,08-02-2020 01:27:24,1.2897345109642813e+18,UNCERTAIN
127,dale craft tremend congressman an experienc businessman dale know creat he love vet militari alway defend second dale complet total,08-02-2020 01:27:21,1.289734498561618e+18,UNCERTAIN
128,big flare up fake news usa like talk,08-02-2020 01:16:28,1.2897317608387215e+18,neg
129,rais tax trillion actual much much market job,08-01-2020 21:29:29,1.2896746382854472e+18,neg
130,veri excit see long await new book free america releas tuesday august sean great american make sure get copi,08-01-2020 20:22:11,1.2896577026085478e+18,pos
131,a great new book donald fight presidenti written celebr constitut scholar john yoo thank much john greatli appreci support word,08-01-2020 20:17:11,1.2896564452611195e+18,neg
132,i actual agre too much incom chang must made,08-01-2020 19:37:00,1.289646330361471e+18,neg
133,peggi noonan msdnc puppet clue mani never got she play right hand stupid,08-01-2020 19:29:20,1.2896444029067633e+18,neg
134,payrol tax cut plu,08-01-2020 19:11:10,1.2896398298109993e+18,neg
135,jake trump ralli rather success gather great sheriff law enforc gave unequivoc no defund polic best,08-01-2020 18:57:24,1.2896363672832328e+18,pos
136,we case test far countri if test less would less how itali franc spain now europ sadli flare most governor work hard we come back,08-01-2020 18:45:27,1.289633359681839e+18,neg
137,homeland secur leav portland local polic complet cleanup anarchist,08-01-2020 03:52:38,1.2894086733247775e+18,neg
138,obama work harder hillari clinton lose clinton campaign work now work sleepi joe maga energ like never,08-01-2020 03:46:45,1.289407195029762e+18,neg
139,we case lamestream media,08-01-2020 03:08:21,1.289397528639791e+18,neg
140,we beat obama year ago work harder crook hillari,08-01-2020 00:32:15,1.2893582465415537e+18,neg
141,way thank,08-01-2020 00:13:51,1.2893536152246682e+18,neg
142,,07-31-2020 21:36:40,1.289314056654844e+18,neg
143,i thrill back home state honor receiv endors dozen incred florida sheriff thank,07-31-2020 21:31:00,1.289312630608466e+18,neg
144,the democrat hold back check readi sent,07-31-2020 19:37:56,1.2892841781276467e+18,neg
145,veri disappoint block temporari extens unemploy the do noth democrat interest play polit help deserv drain the swamp on novemb,07-31-2020 19:37:11,1.289283987718828e+18,neg
146,pelosi schumer block desper need unemploy payment terribl especi sinc fulli understand worker fault unemploy fault,07-31-2020 19:33:37,1.2892830916351222e+18,neg
147,pelosi schumer interest make deal good countri all want trillion dollar much radic left govern state it call bailout mani year bad dem,07-31-2020 19:31:36,1.28928258571819e+18,neg
148,outstand man one best ambassador ever run excel campaign he love tennesse love we need badli he complet total,07-31-2020 19:05:20,1.2892759729198162e+18,neg
149,we got rasmussen much higher intern we new ad campaign sleepi joe biden he brought even left crazi berni sander ever thought by way peopl love,07-31-2020 19:02:42,1.2892753112725217e+18,UNCERTAIN
150,great job jim jordan also good statement toni big progress,07-31-2020 18:03:12,1.2892603381356995e+18,neg
151,massiv test capabl rather prais use lamestream media partner do noth radic left democrat point thi test quickli done use fake news,07-31-2020 14:08:43,1.289201326375805e+18,neg
152,somebodi pleas tell congressman clyburn clue chart put indic case europ much more test countri if test bad test would show,07-31-2020 14:08:42,1.289201322588242e+18,neg
153,,07-31-2020 13:15:34,1.2891879532693422e+18,neg
154,great spend time mike singletari go one greatest footbal player ever a strong man realli good great,07-30-2020 23:33:13,1.2889810028498657e+18,pos
155,my administr focus find treatment if recov coronaviru donat plasma today help save togeth beat,07-30-2020 22:45:25,1.2889689703312138e+18,pos
156,as wall goe illeg cross go thi past week built mile wall southern we mile new wall track mile complet end,07-30-2020 22:34:05,1.2889661196766167e+18,neg
157,,07-30-2020 21:20:03,1.28894748791142e+18,neg
158,we go win elect,07-30-2020 20:23:17,1.288933202812457e+18,neg
159,must know elect result night elect day month even year,07-30-2020 20:22:47,1.288933078287745e+18,neg
160,glad i abl get dishonest lamestream media final start talk risk democraci danger univers absente vote i total,07-30-2020 20:22:14,1.2889329403370906e+18,neg
161,phone amaz wife gloria daughter melani son vincent express deepest condol entir melania i love herman cain great herman rest in,07-30-2020 18:42:50,1.2889079239141376e+18,pos
162,my friend herman cain power voic freedom good pass away herman incred career ador everyon ever met especi he special man american patriot great i got,07-30-2020 18:42:48,1.2889079160204616e+18,pos
163,support patio pizza wonder owner guy caligiuri jame long island great,07-30-2020 14:26:24,1.2888433910658826e+18,neg
164,drug price soon lower big pharma advertis like crazi lower price mean less when watch fake ad think lower drug,07-30-2020 13:44:26,1.2888328307731005e+18,neg
165,kate brown governor oregon she must clear case arrest anarchist agit if feder govern we leav,07-30-2020 13:20:15,1.2888267425394647e+18,neg
166,with univers vote absente vote inaccur fraudul elect it great embarrass delay elect peopl properli secur safe,07-30-2020 12:46:09,1.2888181603895583e+18,pos
167,major china viru flare up mani countri fake news tout some countri lamestream media want report also highli inaccur number report mani,07-30-2020 12:33:47,1.2888150496042926e+18,neg
168,vote alreadi prove catastroph even test area way the dem talk foreign influenc vote know vote easi way foreign countri enter even beyond accur,07-30-2020 12:10:22,1.288809157722878e+18,pos
169,germani pay russia billion dollar year energi suppos protect germani also germani delinqu fee we therefor move troop,07-29-2020 23:39:44,1.2886202541306266e+18,neg
170,check vote experi local news,07-29-2020 23:24:48,1.288616496638255e+18,neg
171,new york vote disastr state vote mani week ago miss total they idea go rig i told same thing would happen massiv scale fake news refus,07-29-2020 22:28:15,1.2886022625671537e+18,neg
172,report incorrectli feder govern respect we demand governor mayor job to complic discuss tweet bad report fox,07-29-2020 22:15:53,1.2885991513499238e+18,neg
173,great,07-29-2020 19:57:46,1.2885643917350666e+18,pos
174,,07-29-2020 19:46:37,1.28856158915575e+18,neg
175,,07-29-2020 19:45:14,1.288561241351426e+18,neg
176,stop crime violenc anarchist agit immedi feder govern go job local law enforc suppos,07-29-2020 17:02:36,1.2885203105312727e+18,neg
177,if feder govern brilliant law enforc go portland one week ago would portland it would burn beaten if mayor,07-29-2020 17:02:33,1.288520300250923e+18,neg
178,just land great state,07-29-2020 16:59:19,1.28851948482381e+18,pos
179,i air forc one fli great state texa i it amaz watch differ four year not even they total forgot got,07-29-2020 16:58:01,1.2885191583684813e+18,neg
180,biden drug price after mani year game final big pharma not happi pleas understand see neg,07-29-2020 16:26:26,1.2885112105439642e+18,neg
181,the drug compani spend million dollar advertis i lower drug price massiv biden obama said would eight year never,07-29-2020 16:26:25,1.2885112067901112e+18,neg
182,hous price go base market crime go i rescind affh,07-29-2020 16:19:56,1.2885095722236518e+18,neg
183,i happi inform peopl live suburban lifestyl dream longer bother financi hurt low incom hous built,07-29-2020 16:19:55,1.288509568578777e+18,neg
184,if congress bring fair big tech done year ago i execut in washington all talk no action year peopl countri sick tire,07-29-2020 16:07:56,1.2885065545855058e+18,neg
185,airport big buck come design million reconstruct taxiway thi along airport grant nevada help econom recoveri growth,07-29-2020 15:56:51,1.2885037650084454e+18,pos
186,big buck way over million design wilmington intern expand termin make major upgrad safeti thi help creat job growth,07-29-2020 15:55:11,1.288503343640277e+18,neg
187,i design million mani airport ohio includ sever other improv updat great economi peopl,07-29-2020 15:54:27,1.288503162404397e+18,neg
188,great news million sent airport improv safeti thi import central florida bring boost,07-29-2020 15:54:02,1.288503057999749e+18,UNCERTAIN
189,i design airport across northeast philadelphia airport eri intern airport other around great news great,07-29-2020 15:53:46,1.288502990798639e+18,neg
190,texarkana region airport major grant come way design million reconstruct termin build addit airport grant around glad help peopl,07-29-2020 15:52:08,1.2885025762294456e+18,pos
191,law,07-29-2020 11:30:50,1.2884368185731686e+18,neg
192,sleepi joe biden trojan hors radic left he whatev,07-29-2020 11:30:35,1.2884367556460995e+18,neg
193,plu peopl who hate smart witti sale it great cancel cancel make book success buy,07-29-2020 11:24:58,1.288435342182318e+18,pos
194,great go talent,07-29-2020 11:20:05,1.2884341125592924e+18,pos
195,vote peopl they,07-29-2020 11:18:38,1.2884337491563889e+18,neg
196,rt presid hold news confer,07-28-2020 21:21:00,1.2882229515113923e+18,neg
197,abl produc i so see nasti ad big pharma rememb reason go massiv price reduct get good plu i presid year got prescript d,07-28-2020 13:48:34,1.2881090936940052e+18,neg
198,big pharma take televis ad tri make case i rais prescript drug price the ad what i done lead reduct price least big pharma happi no presid,07-28-2020 13:48:33,1.2881090900617052e+18,neg
199,call antifa violenc they anarchist mile show illeg jerri blame russia russia,07-28-2020 12:53:44,1.2880952963634053e+18,neg
200,rt covid america wake,07-28-2020 03:36:52,1.287955156387201e+18,neg
201,rt make avail it prevent stop next thi,07-28-2020 03:18:24,1.2879505055373517e+18,neg
202,rt yale epidemiolog professor harvey could save live use,07-28-2020 03:17:54,1.287950379813081e+18,UNCERTAIN
203,rt doctor survey across world said work covid multipl studi,07-28-2020 03:07:32,1.287947772822528e+18,neg
204,rt doctor call biggest scandal modern american the suppress,07-28-2020 03:04:56,1.287947119387652e+18,neg
205,destroy american citi wors sleepi joe biden puppet left ever market would crash citi would our countri would suffer like never we beat viru soon go golden age better ever,07-28-2020 02:58:41,1.2879455456009667e+18,neg
206,the fake news media tri portray portland seattl wonder sweet innoc peopl littl actual sick derang anarchist agit great men women law enforc easili control,07-28-2020 02:58:41,1.2879455436422226e+18,pos
207,make america great,07-27-2020 22:59:40,1.2878853955906191e+18,pos
208,so disgust watch sooo mani trend never good they look anyth find make bad possibl blow tri make realli ridicul illeg cours,07-27-2020 22:41:47,1.287880895051907e+18,neg
209,anarchist agit protestor vandal damag feder courthous portland feder build citi state prosecut recent statu monument minimum ten year in,07-27-2020 22:28:47,1.2878776213808374e+18,UNCERTAIN
210,homeland secur feder forc littl involv seattl larg standbi team case the media call one wrong in portland protect feder properti includ courthous last,07-27-2020 13:57:22,1.2877489219562086e+18,neg
211,rt not promis strategi cours biden welcom tri win florida without hispan,07-27-2020 01:21:36,1.2875587240689009e+18,neg
212,rig elect everyon know,07-27-2020 01:03:03,1.28755405672704e+18,neg
213,where,07-27-2020 01:01:55,1.287553771677954e+18,neg
214,,07-27-2020 00:43:08,1.2875490456874107e+18,neg
215,rt black live matter protestor austin garrett foster shot car five he the driver shot back kill,07-27-2020 00:14:04,1.287541729449648e+18,pos
216,he peopl happi the washington post polit front nobodi treat ronald reagan,07-27-2020 00:06:02,1.2875397080720097e+18,pos
217,,07-26-2020 23:57:39,1.2875376004090143e+18,neg
218,we test countri world far million fake news say but even time would say still they total discredit want sleepi joe win,07-26-2020 23:54:40,1.28753684605082e+18,neg
219,the actual anarchist hate the line innoc scam lamestream refus acknowledg like report violenc,07-26-2020 22:37:40,1.2875174704970834e+18,neg
220,the elect total rig vote allow take place everyon know so much time taken talk foreign influenc peopl even discuss elect look patterson vote,07-26-2020 20:51:46,1.287490820669616e+18,neg
221,becaus strong focu china viru includ schedul meet vaccin economi much els i abl new york throw open pitch august we make later,07-26-2020 19:44:11,1.2874738127333417e+18,pos
222,the lamestream media includ realli check refus show realli go portland seattl they want american public believ wonder protest radic left,07-26-2020 19:37:12,1.2874720545271972e+18,neg
223,there no way place like pennsylvania vote radic left puppet joe biden frack steel product everyth els pennsylvania stand likewis texa mani,07-26-2020 19:31:59,1.287470740237947e+18,neg
224,so washington post run reagan foundat rino paul ryan board fox we win anyway even phoni suppress poll serious wrong,07-26-2020 18:30:31,1.2874552734735073e+18,neg
225,the trump campaign enthusiasm accord mani campaign histori great countri even biden the silent major speak novemb fake suppress poll fake news save radic,07-26-2020 13:06:34,1.287373747180245e+18,pos
226,crazi nanci pelosi said i made mistak i ban peopl infect china enter ten thousand live save danc street chinatown late biden agre soon admit i,07-26-2020 12:57:03,1.2873713553321902e+18,neg
227,brett love wisconsin mississippi a good golfer hit,07-26-2020 12:46:01,1.287368577557975e+18,pos
228,thi week joe biden call arizona noth matter howev opposit parti cover everyth especi the administr corrupt they even spi,07-26-2020 12:38:16,1.2873666276721664e+18,neg
229,rt in god we trust,07-26-2020 05:01:08,1.2872515853960233e+18,neg
230,thank,07-26-2020 04:57:07,1.287250572949807e+18,neg
231,,07-26-2020 02:57:03,1.2872203587315098e+18,neg
232,,07-26-2020 02:54:55,1.287219821202088e+18,neg
233,,07-26-2020 02:52:27,1.287219198729519e+18,neg
234,my administr close monitor hurrican dougla hawaii hurrican hanna made landfal we continu coordin close state listen emerg manag offici protect famili,07-25-2020 23:13:35,1.2871641198676992e+18,neg
235,joy wonder wife love much warmest,07-25-2020 20:15:02,1.287119189359104e+18,pos
236,one great histori televis regi philbin pass even greater airwav he fantast person he kept tell run hold record live regi love,07-25-2020 20:15:02,1.2871191873248748e+18,pos
237,rt,07-25-2020 12:39:22,1.2870045136778445e+18,neg
238,mani democrat leav parti call defund great go you realli get,07-25-2020 12:01:05,1.2869948808085914e+18,pos
239,rt trump said school reopen fund go,07-25-2020 11:54:41,1.286993270816379e+18,neg
240,rt good morn catch click tweet regist,07-25-2020 11:52:51,1.2869928108356772e+18,UNCERTAIN
241,rt nice interview i absolut relat i democrat,07-25-2020 11:51:43,1.2869925219319153e+18,UNCERTAIN
242,rt in vote scotu reject nevada challeng coronaviru shutdown order,07-25-2020 11:46:57,1.2869913237284168e+18,neg
243,rt district court judg michael mosman deni order sought oregon ag ellen rosenblum stop feder,07-25-2020 11:46:28,1.2869912013553009e+18,neg
244,the democrat hous tri undo big win travel ban bill success keep bad danger peopl great pass along parti hope dead the dem gone stone cold left venezuela,07-25-2020 11:43:36,1.286990480102826e+18,neg
245,,07-25-2020 11:22:31,1.2869851750758277e+18,neg
246,virtual went incred high jack price lower origin give away biggest price reduct histori noth like ever citizen especi rememb your favorit,07-25-2020 11:09:55,1.2869820043581604e+18,neg
247,yesterday i sign four measur massiv reduc price prescript drug mani case noth like ever done big pharma vast power would let expens insulin went big,07-25-2020 11:09:55,1.2869820026049987e+18,neg
248,congratul it great beauti well,07-25-2020 04:17:36,1.2868782423774781e+18,pos
249,win,07-25-2020 03:34:40,1.2868674361936855e+18,neg
250,so obama team lowlif spi campaign got caught open shut more paper releas today devast will ever pay the polit crime,07-24-2020 23:38:05,1.2868078993148723e+18,pos
251,approv rate republican thank,07-24-2020 22:57:57,1.2867977988478607e+18,neg
